1010.89,282.908
1021.45,329.59
1031.9,376.191
1042.14,422.029
1052.25,467.704
1062.3,512.843
1072.26,557.711
980.228,299.357
990.924,346.495
1001.57,393.381
1012.08,439.7
1022.43,485.71
1032.66,531.35
1042.82,576.517
948.935,316.025
959.921,363.574
970.758,410.916
981.503,457.641
992.229,504.119
1002.64,550.002
1013.11,595.596
916.749,333.262
928.104,381.264
939.225,428.874
950.229,476.123
961.053,522.85
971.817,569.279
982.526,615.186
884.139,350.747
895.625,399.238
907.153,447.362
918.355,494.857
929.525,542.176
940.508,588.761
951.486,635.177
850.702,368.611
862.629,417.49
874.433,466.099
885.991,514.19
897.407,561.686
908.65,608.791
919.842,655.444
816.574,386.965
828.746,436.3
840.83,485.401
852.664,533.834
864.45,581.839
876.047,629.308
887.547,676.369
781.562,405.661
794.246,455.508
806.52,505.127
818.743,554.028
830.809,602.389
842.716,650.314
854.519,697.638
745.818,424.836
758.72,475.214
771.572,525.152
784.174,574.475
796.518,623.349
808.76,671.581
820.901,719.507
709.181,444.464
722.473,495.3
735.578,545.681
748.599,595.541
761.399,644.719
774.091,693.453
786.489,741.819
