952.567,481.042
938.289,529.713
923.984,578.344
909.801,626.209
895.667,673.767
881.705,720.903
867.749,767.642
913.982,462.671
899.959,510.986
885.966,559.176
872.172,606.613
858.303,653.733
844.565,700.472
830.913,746.822
876.347,444.709
862.615,492.644
848.91,540.423
835.404,587.516
821.747,634.314
808.355,680.537
794.972,726.542
839.14,427.15
825.647,474.557
812.333,521.914
798.983,568.655
785.644,615.12
772.528,660.937
759.484,706.542
802.605,409.802
789.483,456.897
776.337,503.807
763.342,550.256
750.322,596.354
737.481,641.783
724.695,686.948
766.836,392.973
753.963,439.681
741.07,486.242
728.331,532.256
715.63,577.841
703.161,623.056
690.645,667.804
731.677,376.462
719.007,422.646
706.387,468.738
693.871,514.456
681.491,559.713
669.234,604.547
657.062,648.948
697.315,360.314
684.754,406.137
672.451,451.735
660.246,497.036
648.052,541.987
635.968,586.459
624.089,630.541
663.677,344.447
651.517,389.855
639.245,435.19
627.286,479.987
615.354,524.588
603.483,568.689
591.714,612.518
630.637,328.809
618.719,373.912
606.751,418.796
594.905,463.332
583.257,507.479
571.545,551.309
559.996,594.778
